* Measurement data measured by REW V5.31.3
* Source: USB-C to 3.5mm Headphone Jack Adapter, USB-C to 3.5mm Headphone Jack Adapter, 0, volume: 0.264
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Jul 20, 2025 8:30:42 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: R Light Grey Tips (M)
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
330.000000	89.731	-7.9664
335.000000	89.706	-7.8269
340.000000	89.681	-7.6939
345.000000	89.655	-7.5657
350.000000	89.630	-7.4268
355.000000	89.605	-7.2878
360.000000	89.580	-7.1493
365.000000	89.555	-7.0120
370.000000	89.531	-6.8779
375.000000	89.506	-6.7435
382.000000	89.472	-6.5519
387.000000	89.447	-6.4123
395.000000	89.408	-6.1671
400.000000	89.384	-6.0135
406.000000	89.356	-5.8418
412.000000	89.327	-5.6705
418.000000	89.299	-5.4800
425.000000	89.267	-5.2631
431.000000	89.239	-5.0757
437.000000	89.214	-4.8762
444.000000	89.184	-4.6347
450.000000	89.160	-4.4316
455.000000	89.142	-4.2686
462.000000	89.116	-4.0438
468.000000	89.095	-3.8544
475.000000	89.073	-3.6546
482.000000	89.049	-3.4792
487.000000	89.029	-3.3610
494.000000	89.000	-3.1879
500.000000	88.972	-3.0333
508.000000	88.933	-2.8156
515.000000	88.899	-2.6053
522.000000	88.864	-2.3834
530.000000	88.824	-2.1167
538.000000	88.786	-1.8526
545.000000	88.752	-1.6052
552.000000	88.719	-1.3397
560.000000	88.682	-1.0251
570.000000	88.638	-0.6314
580.000000	88.595	-0.2325
590.000000	88.554	0.1826
600.000000	88.513	0.6077
608.000000	88.481	0.9557
615.000000	88.453	1.2646
622.000000	88.427	1.5717
630.000000	88.397	1.9315
640.000000	88.360	2.3950
650.000000	88.326	2.8569
660.000000	88.293	3.3363
670.000000	88.260	3.8286
680.000000	88.230	4.3287
690.000000	88.200	4.8328
700.000000	88.173	5.3444
710.000000	88.147	5.8644
720.000000	88.123	6.3995
730.000000	88.100	6.9431
740.000000	88.079	7.4987
750.000000	88.059	8.0558
762.000000	88.038	8.7269
775.000000	88.020	9.4722
788.000000	88.006	10.2306
800.000000	87.995	10.9378
812.000000	87.989	11.6546
825.000000	87.986	12.4406
838.000000	87.990	13.2285
850.000000	87.996	13.9660
862.000000	88.008	14.7108
875.000000	88.025	15.5155
885.000000	88.041	16.1255
900.000000	88.071	17.0357
912.000000	88.100	17.7584
925.000000	88.137	18.5280
938.000000	88.180	19.2867
950.000000	88.224	19.9756
962.000000	88.272	20.6471
975.000000	88.329	21.3508
988.000000	88.390	22.0298
1000.000000	88.449	22.6322
1015.000000	88.527	23.3420
1030.000000	88.610	24.0137
1044.000000	88.690	24.6024
1060.000000	88.784	25.2188
1075.000000	88.874	25.7433
1090.000000	88.964	26.2355
1106.000000	89.060	26.7192
1120.000000	89.145	27.0995
1138.000000	89.254	27.5295
1150.000000	89.324	27.7842
1172.000000	89.448	28.2034
1180.000000	89.491	28.3386
1206.000000	89.627	28.7226
1220.000000	89.696	28.9050
1241.000000	89.795	29.1468
1250.000000	89.835	29.2394
1265.000000	89.901	29.3850
1280.000000	89.962	29.5240
1315.000000	90.091	29.8246
1320.000000	90.109	29.8659
1340.000000	90.176	30.0294
1360.000000	90.240	30.2003
1380.000000	90.299	30.3773
1400.000000	90.354	30.5549
1430.000000	90.431	30.8458
1450.000000	90.481	31.0549
1475.000000	90.542	31.3233
1500.000000	90.601	31.6117
1525.000000	90.658	31.9167
1550.000000	90.715	32.2381
1575.000000	90.773	32.5779
1600.000000	90.832	32.9276
1625.000000	90.892	33.2826
1650.000000	90.954	33.6523
1675.000000	91.017	34.0255
1700.000000	91.082	34.3976
1725.000000	91.149	34.7755
1750.000000	91.220	35.1583
1775.000000	91.292	35.5359
1800.000000	91.368	35.9128
1825.000000	91.446	36.2869
1850.000000	91.527	36.6534
1875.000000	91.610	37.0114
1900.000000	91.697	37.3579
1925.000000	91.786	37.6903
1950.000000	91.878	38.0092
1975.000000	91.973	38.3124
2000.000000	92.070	38.6006
2030.000000	92.188	38.9250
2060.000000	92.311	39.2169
2090.000000	92.438	39.4756
2120.000000	92.568	39.6974
2140.000000	92.656	39.8247
2180.000000	92.835	40.0229
2200.000000	92.926	40.0954
2240.000000	93.110	40.1833
2270.000000	93.250	40.1924
2300.000000	93.391	40.1533
2330.000000	93.532	40.0635
2360.000000	93.674	39.9190
2400.000000	93.860	39.6432
2430.000000	93.997	39.3734
2470.000000	94.175	38.9311
2500.000000	94.305	38.5382
2540.000000	94.472	37.9389
2580.000000	94.631	37.2594
2620.000000	94.782	36.5018
2650.000000	94.889	35.8800
2690.000000	95.023	34.9741
2720.000000	95.115	34.2370
2760.000000	95.224	33.1870
2800.000000	95.316	32.0800
2850.000000	95.407	30.6481
2900.000000	95.474	29.1816
2950.000000	95.515	27.6893
3000.000000	95.530	26.1750
3040.000000	95.523	24.9572
3070.000000	95.506	24.0503
3110.000000	95.467	22.8636
3150.000000	95.410	21.7188
3200.000000	95.317	20.3709
3250.000000	95.201	19.1356
3300.000000	95.068	18.0237
3350.000000	94.922	17.0394
3400.000000	94.765	16.1858
3450.000000	94.600	15.4658
3500.000000	94.429	14.8765
3550.000000	94.255	14.4120
3600.000000	94.080	14.0687
3650.000000	93.907	13.8412
3700.000000	93.738	13.7168
3750.000000	93.574	13.6870
3820.000000	93.353	13.7903
3870.000000	93.203	13.9489
3950.000000	92.981	14.3263
4000.000000	92.854	14.6277
4060.000000	92.713	15.0365
4120.000000	92.585	15.4761
4180.000000	92.468	15.9271
4250.000000	92.343	16.4633
4310.000000	92.247	16.9245
4370.000000	92.160	17.3815
4440.000000	92.069	17.8854
4500.000000	91.999	18.2745
4550.000000	91.943	18.5640
4620.000000	91.868	18.9166
4680.000000	91.804	19.1755
4750.000000	91.726	19.4320
4820.000000	91.644	19.6543
4870.000000	91.581	19.7991
4940.000000	91.487	19.9904
5000.000000	91.399	20.1595
5080.000000	91.273	20.4283
5150.000000	91.156	20.7306
